date_time,station_id,latitude_(degrees_north),longitude_(degrees_east),air_temperature_celsius,sea_level_pressure_hpa,gust_speed_mps,significant_wave_height_m,dominant_wave_period_s,sea_surface_temperature_celsius,wind_speed
2013-04-18 00:50:00+00:00,2868187,47.34899902,-124.7080002,7.199999809,1032.599976,8.0,1.0,8.0,10.10000038,5.0
2013-04-18 01:00:00+00:00,2868934,44.63899994,-124.5339966,7.1333332060000005,1032.5499881666667,7.5,1.0166666706666667,7.666666666666667,10.08333365,5.199999809
2013-04-18 01:10:00+00:00,2868934,44.63899994,-124.5339966,7.066666603,1032.5000003333332,7.0,1.0333333413333334,7.333333333333333,10.066666920000001,5.300000191
2013-04-18 01:20:00+00:00,2868934,44.63899994,-124.5339966,7.0,1032.4500125,6.5,1.050000012,7.0,10.05000019,5.300000191
2013-04-18 01:30:00+00:00,2868934,44.63899994,-124.5339966,6.933333397,1032.4000246666667,6.0,1.0666666826666666,6.666666666666666,10.03333346,5.300000191
2013-04-18 01:40:00+00:00,2868934,44.63899994,-124.5339966,6.8666667939999995,1032.3500368333332,5.5,1.0833333533333334,6.333333333333333,10.01666673,5.400000095
2013-04-18 01:50:00+00:00,2868934,44.63899994,-124.5339966,6.800000191,1032.300049,5.0,1.100000024,6.0,10.0,4.0
2013-04-18 01:50:00+00:00,2868934,44.63899994,-124.5339966,6.800000191,1032.300049,5.0,1.100000024,6.0,10.0,5.099999905
2013-04-18 01:50:00+00:00,2868187,47.34899902,-124.7080002,6.800000191,1032.300049,5.0,1.100000024,6.0,10.0,4.0
2013-04-18 02:00:00+00:00,2868934,44.63899994,-124.5339966,6.816666841666667,1032.2167156666667,4.833333333333333,1.100000024,6.166666666666667,10.0,5.199999809
2013-04-18 02:10:00+00:00,2868934,44.63899994,-124.5339966,6.833333492333333,1032.1333823333332,4.666666666666667,1.100000024,6.333333333333333,10.0,5.300000191
2013-04-18 02:20:00+00:00,2868934,44.63899994,-124.5339966,6.850000143,1032.050049,4.5,1.100000024,6.5,10.0,5.400000095
2013-04-18 02:30:00+00:00,2868934,44.63899994,-124.5339966,6.866666793666667,1031.9667156666667,4.333333333333333,1.100000024,6.666666666666667,10.0,5.5
2013-04-18 02:40:00+00:00,2868934,44.63899994,-124.5339966,6.883333444333333,1031.8833823333332,4.166666666666667,1.100000024,6.833333333333333,10.0,5.5
2013-04-18 02:50:00+00:00,2868187,47.34899902,-124.7080002,6.900000095,1031.800049,4.0,1.100000024,7.0,10.0,3.0
2013-04-18 02:50:00+00:00,2868934,44.63899994,-124.5339966,6.900000095,1031.800049,4.0,1.100000024,7.0,10.0,5.199999809
2013-04-18 02:50:00+00:00,2868934,44.63899994,-124.5339966,6.900000095,1031.800049,4.0,1.100000024,7.0,10.0,3.0
2013-04-18 03:00:00+00:00,2868934,44.63899994,-124.5339966,6.916666745833334,1031.783366,3.8333333333333335,1.0833333533333334,6.833333333333333,9.983333269833334,5.300000191
2013-04-18 03:10:00+00:00,2868934,44.63899994,-124.5339966,6.933333396666667,1031.766683,3.6666666666666665,1.0666666826666666,6.666666666666667,9.966666539666667,5.199999809
2013-04-18 03:20:00+00:00,2868934,44.63899994,-124.5339966,6.9500000475,1031.75,3.5,1.050000012,6.5,9.9499998095,5.300000191
2013-04-18 03:30:00+00:00,2868934,44.63899994,-124.5339966,6.966666698333333,1031.733317,3.333333333333333,1.0333333413333334,6.333333333333333,9.933333079333334,5.699999809
2013-04-18 03:40:00+00:00,2868934,44.63899994,-124.5339966,6.983333349166667,1031.716634,3.1666666666666665,1.0166666706666667,6.166666666666667,9.916666349166668,6.0
2013-04-18 03:50:00+00:00,2868934,44.63899994,-124.5339966,7.0,1031.699951,3.0,1.0,6.0,9.899999619,5.800000191
2013-04-18 03:50:00+00:00,2868934,44.63899994,-124.5339966,7.0,1031.699951,3.0,1.0,6.0,9.899999619,2.0
2013-04-18 03:50:00+00:00,2868187,47.34899902,-124.7080002,7.0,1031.699951,3.0,1.0,6.0,9.899999619,2.0
2013-04-18 04:00:00+00:00,2868934,44.63899994,-124.5339966,7.016666650833333,1031.7332965,2.8333333333333335,0.9833333293333333,6.333333333333333,9.899999619,6.0
2013-04-18 04:10:00+00:00,2868934,44.63899994,-124.5339966,7.033333301666667,1031.766642,2.6666666666666665,0.9666666586666667,6.666666666666667,9.899999619,5.900000095
2013-04-18 04:20:00+00:00,2868934,44.63899994,-124.5339966,7.0499999525,1031.7999875,2.5,0.9499999880000001,7.0,9.899999619,6.0
2013-04-18 04:30:00+00:00,2868934,44.63899994,-124.5339966,7.066666603333333,1031.833333,2.333333333333333,0.9333333173333334,7.333333333333334,9.899999619,6.300000191
2013-04-18 04:40:00+00:00,2868934,44.63899994,-124.5339966,7.083333254166666,1031.8666785,2.1666666666666665,0.9166666466666666,7.666666666666667,9.899999619,6.0
2013-04-18 04:50:00+00:00,2868187,47.34899902,-124.7080002,7.099999905,1031.900024,2.0,0.899999976,8.0,9.899999619,1.0
2013-04-18 04:50:00+00:00,2868934,44.63899994,-124.5339966,7.099999905,1031.900024,2.0,0.899999976,8.0,9.899999619,6.0
2013-04-18 04:50:00+00:00,2868934,44.63899994,-124.5339966,7.099999905,1031.900024,2.0,0.899999976,8.0,9.899999619,1.0
2013-04-18 05:00:00+00:00,2868934,44.63899994,-124.5339966,7.116666555666667,1031.8666785,1.8333333333333333,0.899999976,7.666666666666667,9.883333047666667,5.800000191
2013-04-18 05:10:00+00:00,2868934,44.63899994,-124.5339966,7.133333206333333,1031.833333,1.6666666666666665,0.899999976,7.333333333333333,9.866666476333334,5.699999809
2013-04-18 05:20:00+00:00,2868934,44.63899994,-124.5339966,7.149999857,1031.7999875,1.5,0.899999976,7.0,9.849999905,5.699999809
2013-04-18 05:30:00+00:00,2868934,44.63899994,-124.5339966,7.166666507666667,1031.766642,1.3333333333333333,0.899999976,6.666666666666666,9.833333333666667,5.199999809
2013-04-18 05:40:00+00:00,2868934,44.63899994,-124.5339966,7.183333158333333,1031.7332965,1.1666666666666665,0.899999976,6.333333333333333,9.816666762333334,5.099999905
2013-04-18 05:50:00+00:00,2868934,44.63899994,-124.5339966,7.199999809,1031.699951,1.0,0.899999976,6.0,9.800000191,5.099999905
2013-04-18 05:50:00+00:00,2868934,44.63899994,-124.5339966,7.199999809,1031.699951,1.0,0.899999976,6.0,9.800000191,0.0
2013-04-18 05:50:00+00:00,2868187,47.34899902,-124.7080002,7.199999809,1031.699951,1.0,0.899999976,6.0,9.800000191,0.0
2013-04-18 06:00:00+00:00,2868934,44.63899994,-124.5339966,7.233333190000001,1031.6499631666668,1.3333333333333335,0.899999976,6.0,9.800000191,5.099999905
2013-04-18 06:10:00+00:00,2868934,44.63899994,-124.5339966,7.266666571,1031.5999753333333,1.6666666666666667,0.899999976,6.0,9.800000191,4.800000191
2013-04-18 06:20:00+00:00,2868934,44.63899994,-124.5339966,7.299999952,1031.5499875,2.0,0.899999976,6.0,9.800000191,4.800000191
2013-04-18 06:30:00+00:00,2868934,44.63899994,-124.5339966,7.333333333000001,1031.4999996666668,2.3333333333333335,0.899999976,6.0,9.800000191,4.800000191
2013-04-18 06:40:00+00:00,2868934,44.63899994,-124.5339966,7.366666714,1031.4500118333333,2.666666666666667,0.899999976,6.0,9.800000191,5.0
2013-04-18 06:50:00+00:00,2868934,44.63899994,-124.5339966,7.400000095,1031.400024,3.0,0.899999976,6.0,9.800000191,3.0
2013-04-18 06:50:00+00:00,2868934,44.63899994,-124.5339966,7.400000095,1031.400024,3.0,0.899999976,6.0,9.800000191,4.900000095
2013-04-18 06:50:00+00:00,2868187,47.34899902,-124.7080002,7.400000095,1031.400024,3.0,0.899999976,6.0,9.800000191,3.0
2013-04-18 07:00:00+00:00,2868934,44.63899994,-124.5339966,7.400000095,1031.3833615,3.0,0.8833333153333334,6.0,9.800000191,4.599999905
2013-04-18 07:10:00+00:00,2868934,44.63899994,-124.5339966,7.400000095,1031.366699,3.0,0.8666666546666667,6.0,9.800000191,4.699999809
2013-04-18 07:20:00+00:00,2868934,44.63899994,-124.5339966,7.400000095,1031.3500365,3.0,0.849999994,6.0,9.800000191,4.599999905
2013-04-18 07:30:00+00:00,2868934,44.63899994,-124.5339966,7.400000095,1031.333374,3.0,0.8333333333333334,6.0,9.800000191,4.5
2013-04-18 07:40:00+00:00,2868934,44.63899994,-124.5339966,7.400000095,1031.3167114999999,3.0,0.8166666726666667,6.0,9.800000191,4.699999809
2013-04-18 07:50:00+00:00,2868934,44.63899994,-124.5339966,7.400000095,1031.300049,3.0,0.800000012,6.0,9.800000191,4.800000191
2013-04-18 07:50:00+00:00,2868187,47.34899902,-124.7080002,7.400000095,1031.300049,3.0,0.800000012,6.0,9.800000191,2.0
2013-04-18 07:50:00+00:00,2868934,44.63899994,-124.5339966,7.400000095,1031.300049,3.0,0.800000012,6.0,9.800000191,2.0
2013-04-18 08:00:00+00:00,2868934,44.63899994,-124.5339966,7.433333396666667,1031.2667035,3.1666666666666665,0.800000012,6.333333333333333,9.816666762333334,5.0
2013-04-18 08:10:00+00:00,2868934,44.63899994,-124.5339966,7.466666698333333,1031.233358,3.3333333333333335,0.800000012,6.666666666666667,9.833333333666667,4.900000095
2013-04-18 08:20:00+00:00,2868934,44.63899994,-124.5339966,7.5,1031.2000125,3.5,0.800000012,7.0,9.849999905,4.800000191
2013-04-18 08:30:00+00:00,2868934,44.63899994,-124.5339966,7.533333301666667,1031.166667,3.666666666666667,0.800000012,7.333333333333334,9.866666476333334,4.599999905
2013-04-18 08:40:00+00:00,2868934,44.63899994,-124.5339966,7.566666603333333,1031.1333215,3.8333333333333335,0.800000012,7.666666666666667,9.883333047666667,4.199999809
2013-04-18 08:50:00+00:00,2868934,44.63899994,-124.5339966,7.599999905,1031.099976,4.0,0.800000012,8.0,9.899999619,4.300000191
2013-04-18 08:50:00+00:00,2868934,44.63899994,-124.5339966,7.599999905,1031.099976,4.0,0.800000012,8.0,9.899999619,4.300000191
2013-04-18 08:50:00+00:00,2868187,47.34899902,-124.7080002,7.599999905,1031.099976,4.0,0.800000012,8.0,9.899999619,3.0
